No;Classes;Text
62;NEUTRAL;"Shares in Cleanaway Waste Management Ltd (ASX:CWY) rose to 5-year highs; gaining 5.88% or 0.18 to 3.24. Shares in Fisher & Paykel Healthcare Ltd (ASX:FPH) fell to 52-week lows; down 2.57% or 0.54 to 20.44.

The S&P/ASX 200 VIX, which measures the implied volatility of S&P/ASX 200 options, was up 8.03% to 12.99."
63;GOOD;The best performers of the session on the Nikkei 225 were Pacific Metals Co., Ltd. (TYO:5541), which rose 7.60% or 285.00 points to trade at 4,035.00 at the close. Meanwhile, Sumitomo Osaka Cement Co., Ltd. (TYO:5232) added 5.08% or 165.00 points to end at 3,415.00 and Fujikura Ltd. (TYO:5803) was up 5.01% or 27.00 points to 566.00 in late trade
64;BAD;The worst performers of the session were Sumitomo Dainippon Pharma Co Ltd (TYO:4506), which fell 2.33% or 26.00 points to trade at 1,088.00 at the close. Softbank Group Corp. (TYO:9984) declined 1.88% or 106.00 points to end at 5,547.00 and Fast Retailing Co., Ltd. (TYO:9983) was down 1.72% or 1,100.00 points to 62,900.00.
65;BAD;PNC Financial shares are down 11% from the beginning of the year, still down 21.79% from its 52 week high of $228.14 set on January 13. They are under-performing the S&P 500 which is down 6.71% from the start of the year. 
66;GOOD;Google (NASDAQ:GOOGL) announced it will invest $9.5 billion in its offices and data centers in the U.S. this year, a plan that will create a minimum of 12,000 full-time jobs in 2022.
67;BAD;" JPMorgan (NYSE:JPM) said its first-quarter earnings fell 42% on the year in the first quarter, as rising inflation, a fresh wave of Covid-19 and Russia’s invasion of Ukraine all combined to make a difficult comparison with the extraordinary gains of a year earlier.

Earnings per share fell some 3% short of expectations at $2.63, while revenue was broadly in line with expectations at $30.72 billion, down 7% from a year earlier.

However, the bank softened any disappointment by approving a new buyback program of $30 billion.

""We remain optimistic on the economy, at least for the short term – consumer and business balance sheets as well as consumer spending remain at healthy levels – but see significant geopolitical and economic challenges ahead due to high inflation, supply chain issues and the war in Ukraine,"" chief executive and chairman Jamie Dimon said in a statement. That caution was reflected in $902 million of net new provisions against possible loan losses, ending a sequence of quarters that has been hallmarked by the release of previous provisions as the pandemic has receded.

The bank also notched a $524 million hit due to the revaluation of various positions as Russia's invasion of Ukraine sent shockwaves through global commodity and debt markets.

Global dealmaking revenue fell 31% from a year ago, while global markets revenue was down 3%.

In addition to a slowdown in dealmaking and capital markets revenues, the bank's results also showed signs of strain from the rising interest rate environment and supply chain problems in key sectors of the economy.

Auto loans rose 3% on the year but the bank said the lack of vehicle supply continues to hurt its new loan business, which fell 25%. In Home Lending, originations of $25 billion were down 37%, primarily due to the rising rate environment, it added. That comes at a time when mortgage rates are at their highest since the end of 2018, according to figures released on Wednesday by the Mortgage Bankers Association.

JPMorgan stock is down 16% from the beginning of the year, still down 24% from its 52-week high of $172.96 set on October 25, 2021. It is underperforming the S&P 500, which is down 7.7% from the start of the year."
68;GOOD;"Robust demand for Louis Vuitton and Dior products boosted first-quarter sales at the world's largest luxury goods conglomerate LVMH, kicking off earnings season for the industry with a show of resilience despite geopolitical tensions, COVID-19 lockdowns in China and volatile stock markets.

High-end fashion brands drove a 30% rise in sales of its largest division, fashion and leather goods, on a like-for-like basis, beating analyst expectations of 17%, according to consensus estimates cited by RBC.

""The year starts on a high note,"" said Luca Solca of Bernstein, citing ""another material beat"" of consensus expectations, particularly the fashion and leather goods activity.

Dior and Celine grew faster than other labels, while Louis Vuitton ""is never very far from the average for the division,"" LVMH Chief Financial Officer Jean-Jacques Guiony told analysts in a call.

The group will continue to raise prices at its fashion labels - but reasonably - to reflect the cost of business, said the executive.

Luxury industry prices have increased over the last six months by around 8 percent since September last year, with hikes in the range of 20%-23% at Louis Vuitton and Tiffany, according to recent estimates from HSBC.

Watches and jewellery labels also performed strongly, with sales for the high end products up 19%, boosted by Tiffany, particularly in the United States. The American luxury brand is undergoing a renewal drive led by its new French owner targeting younger audiences, with marketing campaigns featuring K-pop star Rose wearing chunky gold jewellery.

Traffic in Sephora stores in the U.S. and France helped push up sales at the selective retail division, which clocked 24% organic sales growth. But the luxury group's DFS travel retail business continued to suffer from travel restrictions in Asia, including Hong Kong where tourists have not yet returned."
69;GOOD;"At the close in Saudi Arabia, the Tadawul All Share gained 1.21% to hit a new 5-year high.

The best performers of the session on the Tadawul All Share were Almunajem Foods Company SJSC (SE:4162), which rose 9.97% or 6.70 points to trade at 73.90 at the close. Meanwhile, BANK ALBILAD (SE:1140) added 9.09% or 4.65 points to end at 55.80 and The Saudi Investment Bank (SE:1030) was up 8.79% or 1.84 points to 22.78 in late trade."
70;BAD;"The worst performers of the session were Saudi Cable Company (SE:2110), which fell 5.50% or 0.94 points to trade at 16.14 at the close. SABB Takaful (SE:8080) declined 5.44% or 1.16 points to end at 20.18 and East Pipes Integrated Company for Industry (SE:1321) was down 4.11% or 3.60 points to 84.00.

Falling stocks outnumbered advancing ones on the Saudi Arabia Stock Exchange by 148 to 83 and 6 ended unchanged."
71;NEUTRAL;"Shares in Almunajem Foods Company SJSC (SE:4162) rose to all time highs; gaining 9.97% or 6.70 to 73.90. Shares in Saudi Cable Company (SE:2110) fell to 52-week lows; losing 5.50% or 0.94 to 16.14. Shares in BANK ALBILAD (SE:1140) rose to 5-year highs; gaining 9.09% or 4.65 to 55.80. Shares in The Saudi Investment Bank (SE:1030) rose to 5-year highs; rising 8.79% or 1.84 to 22.78.

Crude oil for May delivery was up 5.47% or 5.16 to $99.45 a barrel. Elsewhere in commodities trading, Brent oil for delivery in June rose 5.49% or 5.41 to hit $103.89 a barrel, while the June Gold Futures contract rose 0.84% or 16.30 to trade at $1,964.50 a troy ounce."
72;BAD;"American Airlines expects higher costs in the current quarter amid higher labor and jet fuel expenses.

As demand returns, carriers are shelling out more to attract new staff as well as retain the existing crew amid looming worker shortage. Rising jet fuel prices around the world caused by Ukraine crisis are also impacting these carriers.

American projects a pretax loss, excluding special items, in the range of 21.3% to 22.6% for the first quarter.

The carrier said it expects its CASM (cost per available seat miles) to be up between 12% and 13% versus 11% and 13% predicted last month, excluding costs related to fuel and net special items. Overall CASM is estimated to be at least 16% higher than in the first quarter of 2019.

Shares of American fell about 1% to $16.81 in early trade.

The airline raised its jet fuel expenses for the quarter. It now expects to pay an average of between $2.80 and $2.85 per gallon, higher than its previous estimate of $2.73 and $2.78 per gallon.

Meanwhile, American expects quarterly total revenue to fall about 16% compared to pre-pandemic levels, as inflationary pressures impact consumer demand."
